last_updated,latitude,longitude,last_updated_epoch,temperature_celsius,temperature_fahrenheit,wind_mph,wind_kph,wind_degree,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feels_like_celsius,feels_like_fahrenheit,visibility_km,visibility_miles,uv_index,gust_mph,gust_kph,air_quality_Carbon_Monoxide,air_quality_Ozone,air_quality_Nitrogen_dioxide,air_quality_Sulphur_dioxide,pm2_5,air_quality_PM10,air_quality_us-epa-index,air_quality_gb-defra-index,moon_illumination,year,month,day,day_of_week,week_of_year,season_Spring,season_Summer,season_Winter,is_outlier,lag_1,lag_7,rolling_mean_7,rolling_mean_30
2024-08-21,51.52,-0.11,1724242500.0,20.4,68.7,13.6,22.0,240.0,1018.0,30.06,0.0,0.0,49.0,75.0,20.4,68.7,10.0,6.0,6.0,13.6,22.0,208.6,62.2,4.2,2.9,0.7,1.6,1.0,1.0,98.0,2024.0,8.0,21.0,2.0,34.0,0.0,1.0,0.0,0.0,21.3,22.3,20.7,23.193333333333335
2024-08-22,51.52,-0.11,1724328000.0,19.3,66.7,18.6,29.9,220.0,1005.0,29.68,0.0,0.0,78.0,75.0,19.3,66.7,10.0,6.0,4.0,21.3,34.3,227.0,85.1,6.0,4.1,2.5,6.6,1.0,1.0,93.0,2024.0,8.0,22.0,3.0,34.0,0.0,1.0,0.0,0.0,20.4,21.1,20.442857142857143,23.07333333333333
2024-08-23,51.52,-0.11,1724415300.0,21.2,70.2,16.1,25.9,250.0,1005.0,29.68,0.0,0.0,46.0,25.0,21.2,70.2,10.0,6.0,6.0,20.6,33.1,217.0,85.1,3.4,2.7,1.6,3.5,1.0,1.0,85.0,2024.0,8.0,23.0,4.0,34.0,0.0,1.0,0.0,0.0,19.3,22.4,20.271428571428572,23.040000000000003
2024-08-24,51.52,-0.11,1724500800.0,16.3,61.3,6.9,11.2,130.0,1001.0,29.56,0.32,0.01,100.0,75.0,16.3,61.3,10.0,6.0,4.0,8.3,13.4,250.3,62.9,9.6,3.8,1.3,1.4,1.0,1.0,76.0,2024.0,8.0,24.0,5.0,34.0,0.0,1.0,0.0,0.0,21.2,20.1,19.728571428571428,22.886666666666667
2024-08-25,51.52,-0.11,1724587200.0,18.2,64.8,12.5,20.2,240.0,1019.0,30.09,0.0,0.0,60.0,25.0,18.2,64.8,10.0,6.0,5.0,17.5,28.2,217.0,73.7,2.7,1.8,0.5,0.9,1.0,1.0,65.0,2024.0,8.0,25.0,6.0,34.0,0.0,1.0,0.0,0.0,16.3,20.4,19.414285714285715,22.733333333333334
2024-08-26,51.52,-0.11,1724674500.0,21.3,70.3,13.6,22.0,270.0,1019.0,30.09,0.0,0.0,53.0,50.0,21.3,70.3,10.0,6.0,6.0,18.1,29.2,267.0,93.0,4.4,2.9,1.2,1.9,1.0,1.0,54.0,2024.0,8.0,26.0,0.0,35.0,0.0,1.0,0.0,0.0,18.2,19.2,19.714285714285715,22.683333333333334
2024-08-27,51.52,-0.11,1724761800.0,23.1,73.6,13.6,22.0,220.0,1017.0,30.03,0.0,0.0,53.0,75.0,25.2,77.3,10.0,6.0,1.0,18.1,29.2,237.0,62.9,12.7,7.6,4.3,8.0,1.0,1.0,43.0,2024.0,8.0,27.0,1.0,35.0,0.0,1.0,0.0,0.0,21.3,21.3,19.97142857142857,22.603333333333335
2024-08-28,51.52,-0.11,1724848200.0,28.1,82.6,10.5,16.9,180.0,1012.0,29.88,0.0,0.0,48.0,0.0,27.5,81.5,10.0,6.0,7.0,15.0,24.1,263.7,131.6,9.9,11.2,14.1,16.0,1.0,2.0,33.0,2024.0,8.0,28.0,2.0,35.0,0.0,1.0,0.0,0.0,23.1,20.4,21.071428571428573,22.970000000000002
2024-08-29,51.52,-0.11,1724932800.0,21.2,70.2,12.5,20.2,250.0,1018.0,30.06,0.0,0.0,49.0,25.0,21.2,70.2,10.0,6.0,6.0,17.0,27.4,273.7,78.7,5.5,3.4,1.3,2.7,1.0,1.0,24.0,2024.0,8.0,29.0,3.0,35.0,0.0,1.0,0.0,0.0,28.1,19.3,21.342857142857138,22.70333333333333
2024-08-30,51.52,-0.11,1725020100.0,21.1,70.0,8.1,13.0,80.0,1023.0,30.21,0.0,0.0,46.0,0.0,21.1,70.0,10.0,6.0,5.0,12.5,20.2,250.3,91.6,7.5,5.3,2.9,6.2,1.0,1.0,15.0,2024.0,8.0,30.0,4.0,35.0,0.0,1.0,0.0,0.0,21.2,21.2,21.32857142857143,22.483333333333334
2024-08-31,51.52,-0.11,1725105600.0,19.3,66.7,17.4,28.1,60.0,1022.0,30.18,0.0,0.0,68.0,50.0,19.3,66.7,10.0,6.0,6.0,21.9,35.3,260.4,80.8,4.8,2.4,2.0,4.1,1.0,1.0,9.0,2024.0,8.0,31.0,5.0,35.0,0.0,1.0,0.0,0.0,21.1,16.3,21.757142857142856,22.19666666666667
2024-09-01,51.52,-0.11,1725192000.0,24.4,75.9,10.5,16.9,80.0,1013.0,29.91,0.0,0.0,65.0,0.0,25.7,78.3,10.0,6.0,7.0,15.0,24.1,270.4,107.3,13.4,10.4,11.9,14.6,1.0,1.0,4.0,2024.0,9.0,1.0,6.0,35.0,0.0,0.0,0.0,0.0,19.3,18.2,22.642857142857142,22.1
2024-09-02,51.52,-0.11,1725279300.0,19.1,66.4,13.6,22.0,210.0,1011.0,29.85,0.0,0.0,88.0,50.0,19.1,66.4,10.0,6.0,6.0,18.1,29.2,237.0,97.3,10.4,6.9,4.2,4.8,1.0,1.0,1.0,2024.0,9.0,2.0,0.0,36.0,0.0,0.0,0.0,0.0,24.4,21.3,22.328571428571426,21.97666666666667
2024-09-03,51.52,-0.11,1725365700.0,22.4,72.3,11.9,19.1,230.0,1012.0,29.88,0.14,0.01,73.0,75.0,24.6,76.3,10.0,6.0,5.0,16.3,26.3,253.7,55.1,10.1,5.3,2.6,3.6,1.0,1.0,0.0,2024.0,9.0,3.0,1.0,36.0,0.0,0.0,0.0,0.0,19.1,23.1,22.228571428571428,22.076666666666668
2024-09-04,51.52,-0.11,1725451200.0,18.3,64.9,4.3,6.8,330.0,1017.0,30.03,0.11,0.0,64.0,50.0,18.3,64.9,10.0,6.0,5.0,5.9,9.5,263.7,74.4,4.5,2.9,2.0,2.9,1.0,1.0,1.0,2024.0,9.0,4.0,2.0,36.0,0.0,0.0,0.0,0.0,22.4,28.1,20.82857142857143,21.863333333333333
2024-09-05,51.52,-0.11,1725537600.0,18.0,64.4,17.4,28.1,40.0,1011.0,29.85,0.03,0.0,83.0,75.0,18.0,64.4,10.0,6.0,5.0,18.3,29.4,203.0,64.0,15.9,1.8,7.6,11.1,1.0,1.0,3.0,2024.0,9.0,5.0,3.0,36.0,0.0,0.0,0.0,0.0,18.3,21.2,20.37142857142857,21.796666666666667
2024-09-06,51.52,-0.11,1725624900.0,19.3,66.7,3.8,6.1,360.0,1009.0,29.8,0.04,0.0,88.0,50.0,19.3,66.7,8.0,4.0,4.0,9.3,15.0,438.45,59.0,50.875,4.255,14.06,15.17,1.0,2.0,7.0,2024.0,9.0,6.0,4.0,36.0,0.0,0.0,0.0,0.0,18.0,21.1,20.114285714285717,21.660000000000004
2024-09-07,51.52,-0.11,1725710400.0,19.3,66.7,2.2,3.6,130.0,1010.0,29.83,0.0,0.0,78.0,75.0,19.3,66.7,10.0,6.0,6.0,3.9,6.2,481.0,77.0,47.36,6.475,24.975,34.595,2.0,3.0,13.0,2024.0,9.0,7.0,5.0,36.0,0.0,0.0,0.0,0.0,19.3,19.3,20.11428571428571,21.63
2024-09-08,51.52,-0.11,1725797700.0,19.3,66.7,5.6,9.0,240.0,1003.0,29.62,0.05,0.0,73.0,50.0,19.3,66.7,10.0,6.0,4.0,6.7,10.8,340.4,78.0,16.65,2.405,6.105,8.51,1.0,1.0,20.0,2024.0,9.0,8.0,6.0,36.0,0.0,0.0,0.0,0.0,19.3,24.4,19.385714285714283,21.48
2024-09-09,51.52,-0.11,1725885000.0,15.3,59.5,11.9,19.1,330.0,1012.0,29.88,0.01,0.0,72.0,75.0,15.3,59.5,10.0,6.0,4.0,13.7,22.1,342.25,64.0,19.61,2.035,7.215,10.545,1.0,1.0,28.0,2024.0,9.0,9.0,0.0,37.0,0.0,0.0,0.0,0.0,19.3,19.1,18.842857142857145,21.246666666666666
2024-09-10,51.52,-0.11,1725971400.0,18.4,65.1,17.4,28.1,270.0,1007.0,29.74,0.02,0.0,64.0,75.0,18.4,65.1,10.0,6.0,4.0,21.9,35.3,329.3,59.0,13.32,1.665,18.87,25.9,2.0,2.0,38.0,2024.0,9.0,10.0,1.0,37.0,0.0,0.0,0.0,0.0,15.3,22.4,18.271428571428572,20.98
2024-09-11,51.52,-0.11,1726056900.0,15.2,59.4,17.4,28.1,280.0,1009.0,29.8,0.12,0.0,55.0,50.0,15.2,59.4,10.0,6.0,3.0,21.9,35.3,340.4,61.0,8.51,1.665,6.845,14.615,1.0,1.0,47.0,2024.0,9.0,11.0,2.0,37.0,0.0,0.0,0.0,0.0,18.4,18.3,17.82857142857143,20.393333333333334
2024-09-12,51.52,-0.11,1726143300.0,15.2,59.4,12.5,20.2,320.0,1016.0,30.0,0.42,0.02,51.0,25.0,15.2,59.4,10.0,6.0,3.0,17.0,27.4,345.95,50.0,11.47,2.035,7.03,14.8,1.0,1.0,58.0,2024.0,9.0,12.0,3.0,37.0,0.0,0.0,0.0,0.0,15.2,18.0,17.428571428571427,20.016666666666666
2024-09-13,51.52,-0.11,1726230600.0,16.0,60.8,5.1,8.3,318.0,1029.0,30.39,0.0,0.0,42.0,0.0,16.0,60.8,10.0,6.0,5.0,5.9,9.5,364.45,59.0,15.355,2.96,10.36,14.06,1.0,1.0,68.0,2024.0,9.0,13.0,4.0,37.0,0.0,0.0,0.0,0.0,15.2,19.3,16.957142857142856,19.806666666666665
2024-09-14,51.52,-0.11,1726317000.0,17.1,62.8,7.6,12.2,235.0,1031.0,30.45,0.0,0.0,48.0,25.0,17.1,62.8,10.0,6.0,5.0,8.7,14.1,388.5,63.0,20.72,4.07,12.025,20.165,1.0,2.0,78.0,2024.0,9.0,14.0,5.0,37.0,0.0,0.0,0.0,0.0,16.0,19.3,16.642857142857142,19.673333333333336
2024-09-15,51.52,-0.11,1726401600.0,19.0,66.2,7.4,11.9,256.0,1027.0,30.33,0.0,0.0,56.0,75.0,19.0,66.2,10.0,6.0,5.0,8.5,13.7,351.5,86.0,13.505,2.96,11.1,17.76,1.0,1.0,86.0,2024.0,9.0,15.0,6.0,37.0,0.0,0.0,0.0,0.0,17.1,19.3,16.6,19.56
2024-09-16,51.52,-0.11,1726485300.0,17.3,63.1,7.4,11.9,28.0,1029.0,30.39,0.0,0.0,63.0,25.0,17.3,63.1,10.0,6.0,5.0,8.5,13.7,321.9,52.0,18.315,2.96,12.025,16.465,1.0,2.0,93.0,2024.0,9.0,16.0,0.0,38.0,0.0,0.0,0.0,0.0,19.0,15.3,16.885714285714286,19.466666666666665
2024-09-17,51.52,-0.11,1726570800.0,17.4,63.3,10.5,16.9,58.0,1031.0,30.45,0.0,0.0,59.0,75.0,17.4,63.3,10.0,6.0,5.0,12.1,19.5,314.5,63.0,14.43,2.035,7.215,14.615,1.0,1.0,98.0,2024.0,9.0,17.0,1.0,38.0,0.0,0.0,0.0,0.0,17.3,18.4,16.74285714285714,19.366666666666667
2024-09-18,51.52,-0.11,1726656300.0,19.4,66.9,11.9,19.1,59.0,1028.0,30.36,0.0,0.0,73.0,25.0,19.4,66.9,10.0,6.0,6.0,13.6,22.0,325.6,60.0,18.5,2.96,15.54,32.745,2.0,2.0,100.0,2024.0,9.0,18.0,2.0,38.0,0.0,0.0,0.0,0.0,17.4,15.2,17.342857142857145,19.373333333333335
2024-09-19,51.52,-0.11,1726742700.0,20.2,68.4,12.8,20.5,67.0,1025.0,30.27,0.0,0.0,73.0,25.0,20.2,68.4,10.0,6.0,6.0,14.7,23.6,375.55,63.0,23.125,4.44,23.495,31.08,2.0,2.0,99.0,2024.0,9.0,19.0,3.0,38.0,0.0,0.0,0.0,0.0,19.4,15.2,18.057142857142857,19.336666666666662
2024-09-20,51.52,-0.11,1726830000.0,19.1,66.4,13.6,22.0,80.0,1021.0,30.15,0.0,0.0,78.0,50.0,19.1,66.4,10.0,6.0,6.0,15.7,25.3,349.65,76.0,16.65,3.885,21.275,27.565,2.0,2.0,95.0,2024.0,9.0,20.0,4.0,38.0,0.0,0.0,0.0,0.0,20.2,16.0,18.5,19.293333333333333
2024-09-21,51.52,-0.11,1726916400.0,20.4,68.7,8.7,14.0,123.0,1018.0,30.06,0.05,0.0,73.0,75.0,20.4,68.7,10.0,6.0,5.0,14.0,22.5,408.85,69.0,24.235,4.81,20.35,24.235,2.0,2.0,88.0,2024.0,9.0,21.0,5.0,38.0,0.0,0.0,0.0,0.0,19.1,17.1,18.971428571428568,19.33
2024-09-22,51.52,-0.11,1727001000.0,18.4,65.1,6.9,11.2,128.0,1012.0,29.88,0.54,0.02,94.0,50.0,18.4,65.1,4.6,2.0,4.0,9.4,15.2,394.05,69.0,32.19,3.515,16.095,20.72,2.0,2.0,79.0,2024.0,9.0,22.0,6.0,38.0,0.0,0.0,0.0,0.0,20.4,19.0,18.885714285714283,19.236666666666668
2024-09-23,51.52,-0.11,1727084700.0,16.2,61.2,10.5,16.9,225.0,1004.0,29.65,0.27,0.01,100.0,100.0,16.2,61.2,10.0,6.0,4.0,13.3,21.5,366.3,64.0,37.555,4.255,18.685,22.57,2.0,2.0,69.0,2024.0,9.0,23.0,0.0,39.0,0.0,0.0,0.0,0.0,18.4,17.3,18.728571428571428,19.233333333333334
2024-09-24,51.52,-0.11,1727171100.0,15.3,59.5,6.3,10.1,295.0,1003.0,29.62,0.02,0.0,88.0,75.0,15.3,59.5,10.0,6.0,3.0,8.2,13.2,362.6,44.0,36.63,4.995,14.8,19.61,1.0,2.0,58.0,2024.0,9.0,24.0,1.0,39.0,0.0,0.0,0.0,0.0,16.2,17.4,18.428571428571427,19.136666666666667
2024-09-25,51.52,-0.11,1727256600.0,12.1,53.8,4.5,7.2,152.0,1000.0,29.53,0.01,0.0,94.0,75.0,11.6,52.9,10.0,6.0,3.0,5.6,9.0,394.05,41.0,79.92,13.32,20.165,26.455,2.0,2.0,48.0,2024.0,9.0,25.0,2.0,39.0,0.0,0.0,0.0,0.0,15.3,19.4,17.385714285714286,18.83
2024-09-26,51.52,-0.11,1727343900.0,17.3,63.1,12.8,20.5,221.0,986.0,29.12,0.58,0.02,77.0,50.0,17.3,63.1,10.0,6.0,4.0,15.0,24.1,355.2,44.0,50.505,3.145,11.655,17.205,1.0,1.0,37.0,2024.0,9.0,26.0,3.0,39.0,0.0,0.0,0.0,0.0,12.1,20.2,16.97142857142857,18.636666666666667
2024-09-27,51.52,-0.11,1727431200.0,8.3,46.9,15.0,24.1,346.0,997.0,29.44,0.01,0.0,93.0,75.0,4.8,40.7,10.0,6.0,3.0,20.7,33.3,333.0,52.0,24.42,2.035,5.365,8.14,1.0,1.0,28.0,2024.0,9.0,27.0,4.0,39.0,0.0,0.0,0.0,0.0,17.3,19.1,15.428571428571429,17.976666666666667
2024-09-28,51.52,-0.11,1727517600.0,11.2,52.2,8.3,13.3,313.0,1023.0,30.21,0.0,0.0,71.0,25.0,9.6,49.3,10.0,6.0,4.0,9.5,15.3,353.35,49.0,21.46,2.96,10.73,19.795,1.0,1.0,20.0,2024.0,9.0,28.0,5.0,39.0,0.0,0.0,0.0,0.0,8.3,20.4,14.114285714285714,17.643333333333334
2024-09-29,51.52,-0.11,1727602200.0,11.4,52.5,10.3,16.6,150.0,1023.0,30.21,0.0,0.0,71.0,0.0,9.5,49.0,10.0,6.0,3.0,13.8,22.2,351.5,53.0,26.64,4.625,7.4,14.615,1.0,1.0,12.0,2024.0,9.0,29.0,6.0,39.0,0.0,0.0,0.0,0.0,11.2,18.4,13.114285714285716,17.32
2024-09-30,51.52,-0.11,1727688600.0,16.0,60.8,7.4,11.9,212.0,999.0,29.5,0.41,0.02,94.0,50.0,16.0,60.8,10.0,6.0,3.0,11.3,18.2,357.05,39.0,46.62,4.995,10.73,16.28,1.0,1.0,7.0,2024.0,9.0,30.0,0.0,40.0,0.0,0.0,0.0,0.0,11.4,16.2,13.085714285714287,17.209999999999997
2024-10-01,51.52,-0.11,1727776800.0,11.3,52.3,11.6,18.7,281.0,1008.0,29.77,0.5,0.02,87.0,75.0,9.1,48.4,10.0,6.0,3.0,16.2,26.0,336.7,50.0,20.905,3.515,9.25,17.76,1.0,1.0,3.0,2024.0,10.0,1.0,1.0,40.0,0.0,0.0,0.0,0.0,16.0,15.3,12.514285714285716,16.773333333333333
2024-10-02,51.52,-0.11,1727861400.0,15.1,59.2,9.8,15.8,38.0,1013.0,29.91,0.23,0.01,88.0,75.0,15.1,59.2,10.0,6.0,3.0,14.1,22.8,345.95,43.0,23.865,4.07,11.1,21.46,1.0,1.0,1.0,2024.0,10.0,2.0,2.0,40.0,0.0,0.0,0.0,0.0,11.3,12.1,12.942857142857141,16.64
2024-10-03,51.5171,-0.1062,1727947800.0,12.2,54.0,8.1,13.0,57.0,1022.0,30.18,0.03,0.0,77.0,50.0,10.9,51.5,10.0,6.0,3.0,10.4,16.8,331.15,54.0,28.86,4.995,10.73,22.57,1.0,1.0,0.0,2024.0,10.0,3.0,3.0,40.0,0.0,0.0,0.0,0.0,15.1,17.3,12.214285714285714,16.3
2024-10-04,51.5171,-0.1062,1728035100.0,13.3,55.9,4.3,6.8,166.0,1022.0,30.18,0.0,0.0,72.0,25.0,13.1,55.6,10.0,6.0,4.0,5.0,8.0,510.6,24.0,86.025,15.725,29.6,47.915,2.0,3.0,1.0,2024.0,10.0,4.0,4.0,40.0,0.0,0.0,0.0,0.0,12.2,8.3,12.928571428571429,16.133333333333333
2024-10-05,51.5171,-0.1062,1728121500.0,14.4,57.9,8.7,14.0,162.0,1016.0,30.0,0.0,0.0,82.0,25.0,13.4,56.2,10.0,6.0,4.0,10.4,16.7,371.85,47.0,26.64,7.955,22.385,28.305,2.0,2.0,4.0,2024.0,10.0,5.0,5.0,40.0,0.0,0.0,0.0,0.0,13.3,11.2,13.385714285714286,16.013333333333335
2024-10-06,51.5171,-0.1062,1728206100.0,13.3,55.9,11.4,18.4,147.0,1002.0,29.59,0.0,0.0,82.0,0.0,11.7,53.0,10.0,6.0,5.0,13.7,22.1,331.15,54.0,24.79,4.81,9.62,11.47,1.0,1.0,9.0,2024.0,10.0,6.0,6.0,40.0,0.0,0.0,0.0,0.0,14.4,11.4,13.657142857142857,15.813333333333334
2024-10-07,51.5171,-0.1062,1728294300.0,16.1,61.0,11.2,18.0,197.0,999.0,29.5,0.03,0.0,82.0,75.0,16.1,61.0,10.0,6.0,4.0,13.9,22.4,301.55,50.0,33.115,6.29,12.58,22.57,1.0,2.0,15.0,2024.0,10.0,7.0,0.0,41.0,0.0,0.0,0.0,0.0,13.3,16.0,13.671428571428569,15.706666666666667
2024-10-08,51.5171,-0.1062,1728380700.0,14.1,57.4,10.7,17.3,199.0,993.0,29.32,0.17,0.01,100.0,50.0,12.8,55.0,10.0,6.0,4.0,14.0,22.5,296.0,52.0,32.19,5.55,11.655,20.35,1.0,1.0,23.0,2024.0,10.0,8.0,1.0,41.0,0.0,0.0,0.0,0.0,16.1,11.3,14.071428571428571,15.533333333333333
2024-10-09,51.5171,-0.1062,1728467100.0,14.3,57.7,5.4,8.6,243.0,986.0,29.12,0.05,0.0,88.0,50.0,14.0,57.1,10.0,6.0,1.2,7.2,11.5,327.45,35.0,44.585,5.92,10.175,18.315,1.0,1.0,32.0,2024.0,10.0,9.0,2.0,41.0,0.0,0.0,0.0,0.0,14.1,15.1,13.957142857142857,15.5
2024-10-10,51.5171,-0.1062,1728553500.0,9.2,48.6,9.6,15.5,352.0,1005.0,29.68,0.0,0.0,81.0,0.0,6.9,44.4,10.0,6.0,0.7,11.1,17.8,323.75,51.0,23.31,4.44,9.435,21.83,1.0,1.0,42.0,2024.0,10.0,10.0,3.0,41.0,0.0,0.0,0.0,0.0,14.3,12.2,13.528571428571428,15.193333333333333
2024-10-11,51.5171,-0.1062,1728639900.0,8.2,46.8,2.2,3.6,206.0,1018.0,30.06,0.0,0.0,71.0,0.0,8.3,46.9,10.0,6.0,0.7,6.7,10.8,630.85,22.0,84.545,22.2,40.33,52.355,2.0,4.0,52.0,2024.0,10.0,11.0,4.0,41.0,0.0,0.0,0.0,0.0,9.2,13.3,12.8,14.96
2024-10-12,51.5171,-0.1062,1728726300.0,12.0,53.6,8.3,13.3,171.0,1007.0,29.74,0.06,0.0,77.0,50.0,10.6,51.0,10.0,6.0,0.5,11.1,17.9,370.0,48.0,40.145,7.955,17.39,24.605,2.0,2.0,63.0,2024.0,10.0,12.0,5.0,41.0,0.0,0.0,0.0,0.0,8.2,14.4,12.457142857142857,14.853333333333333
2024-10-13,51.5171,-0.1062,1728811800.0,8.0,46.4,7.8,12.6,290.0,1019.0,30.09,0.0,0.0,76.0,0.0,5.8,42.4,10.0,6.0,0.5,9.8,15.8,390.35,33.0,48.285,9.62,13.135,22.57,1.0,2.0,73.0,2024.0,10.0,13.0,6.0,41.0,0.0,0.0,0.0,0.0,12.0,13.3,11.700000000000001,14.586666666666668
2024-10-14,51.5171,-0.1062,1728898200.0,10.2,50.4,11.6,18.7,77.0,1013.0,29.91,0.07,0.0,94.0,50.0,7.8,46.0,3.5,2.0,0.2,16.9,27.2,360.75,30.0,54.76,6.105,11.285,14.43,1.0,1.0,83.0,2024.0,10.0,14.0,0.0,42.0,0.0,0.0,0.0,0.0,8.0,16.1,10.857142857142858,14.356666666666666
2024-10-15,51.5171,-0.1062,1728984600.0,14.2,57.6,5.8,9.4,98.0,1015.0,29.97,0.0,0.0,88.0,100.0,13.7,56.7,7.0,4.0,0.4,8.1,13.0,767.75,6.0,103.6,25.16,51.615,69.005,3.0,6.0,91.0,2024.0,10.0,15.0,1.0,42.0,0.0,0.0,0.0,0.0,10.2,14.1,10.87142857142857,14.196666666666665
2024-10-16,51.5171,-0.1062,1729071000.0,17.2,63.0,10.7,17.3,164.0,1002.0,29.59,0.12,0.0,88.0,100.0,17.2,63.0,10.0,6.0,0.5,15.8,25.4,290.45,36.0,32.745,6.29,19.425,24.605,2.0,2.0,97.0,2024.0,10.0,16.0,2.0,42.0,0.0,0.0,0.0,0.0,14.2,14.3,11.285714285714286,14.193333333333332
2024-10-17,51.5171,-0.1062,1729157400.0,15.2,59.4,7.4,11.9,239.0,1009.0,29.8,0.0,0.0,82.0,50.0,15.2,59.4,10.0,6.0,0.6,9.4,15.1,316.35,21.0,59.94,10.73,18.315,20.535,2.0,2.0,100.0,2024.0,10.0,17.0,3.0,42.0,0.0,0.0,0.0,0.0,17.2,9.2,12.142857142857142,14.120000000000001
2024-10-18,51.5171,-0.1062,1729244700.0,13.4,56.1,5.6,9.0,220.0,1016.0,30.0,0.0,0.0,88.0,25.0,12.8,55.1,10.0,6.0,0.6,6.8,11.0,592.0,7.0,89.91,21.83,35.15,67.71,2.0,3.0,100.0,2024.0,10.0,18.0,4.0,42.0,0.0,0.0,0.0,0.0,15.2,8.2,12.885714285714284,13.92
2024-10-19,51.5171,-0.1062,1729330200.0,14.2,57.6,8.3,13.3,277.0,1009.0,29.8,1.91,0.08,94.0,50.0,13.3,55.9,7.0,4.0,0.0,11.7,18.9,321.9,49.0,36.63,4.625,7.215,9.62,1.0,1.0,96.0,2024.0,10.0,19.0,5.0,42.0,0.0,0.0,0.0,0.0,13.4,12.0,13.2,13.719999999999999
2024-10-20,51.5171,-0.1062,1729416600.0,14.2,57.6,16.8,27.0,177.0,1008.0,29.77,0.2,0.01,94.0,75.0,12.2,54.0,6.0,3.0,0.1,25.0,40.2,277.5,71.0,15.91,2.775,7.215,22.015,1.0,1.0,91.0,2024.0,10.0,20.0,6.0,42.0,0.0,0.0,0.0,0.0,14.2,8.0,14.085714285714285,13.556666666666667
2024-10-21,51.5171,-0.1062,1729502100.0,13.3,55.9,8.5,13.7,236.0,1020.0,30.12,0.0,0.0,82.0,0.0,12.1,53.8,10.0,6.0,0.4,11.5,18.4,334.85,40.0,49.21,6.105,14.8,46.99,1.0,2.0,83.0,2024.0,10.0,21.0,0.0,43.0,0.0,0.0,0.0,0.0,14.2,10.2,14.528571428571428,13.319999999999999
2024-10-22,51.5171,-0.1062,1729588500.0,13.4,56.1,10.1,16.2,234.0,1028.0,30.36,0.0,0.0,77.0,0.0,12.0,53.6,10.0,6.0,0.5,12.7,20.5,371.85,35.0,48.47,9.065,17.945,37.0,2.0,2.0,74.0,2024.0,10.0,22.0,1.0,43.0,0.0,0.0,0.0,0.0,13.3,14.2,14.414285714285715,13.153333333333334
2024-10-23,51.5171,-0.1062,1729675800.0,14.3,57.7,6.7,10.8,211.0,1032.0,30.47,0.0,0.0,88.0,75.0,13.7,56.6,10.0,6.0,0.5,8.6,13.8,399.6,31.0,39.775,11.1,17.02,24.235,2.0,2.0,64.0,2024.0,10.0,23.0,2.0,43.0,0.0,0.0,0.0,0.0,13.4,17.2,14.0,13.090000000000002
2024-10-24,51.5171,-0.1062,1729761300.0,12.2,54.0,10.3,16.6,158.0,1021.0,30.15,0.0,0.0,100.0,25.0,10.5,50.8,10.0,6.0,0.5,13.2,21.2,394.05,28.0,34.41,9.065,20.535,29.97,2.0,2.0,53.0,2024.0,10.0,24.0,3.0,43.0,0.0,0.0,0.0,0.0,14.3,15.2,13.571428571428571,12.986666666666668
2024-10-25,51.5171,-0.1062,1729847700.0,14.2,57.6,6.7,10.8,234.0,1013.0,29.91,0.26,0.01,94.0,75.0,13.6,56.4,1.3,0.0,0.4,8.5,13.8,349.65,37.0,56.795,9.25,21.46,25.16,2.0,2.0,43.0,2024.0,10.0,25.0,4.0,43.0,0.0,0.0,0.0,0.0,12.2,13.4,13.685714285714287,13.056666666666667
2024-10-26,51.5171,-0.1062,1729934100.0,11.2,52.2,6.7,10.8,215.0,1016.0,30.0,0.0,0.0,100.0,75.0,9.9,49.9,10.0,6.0,4.0,8.4,13.5,680.8,6.0,85.285,24.235,32.745,47.36,2.0,3.0,34.0,2024.0,10.0,26.0,5.0,43.0,0.0,0.0,0.0,0.0,14.2,14.2,13.257142857142856,12.853333333333332
2024-10-27,51.5171,-0.1062,1730020500.0,9.1,48.4,5.8,9.4,10.0,1022.0,30.18,0.0,0.0,100.0,25.0,7.7,45.8,10.0,6.0,0.5,7.6,12.2,333.0,52.0,31.08,5.55,15.54,29.415,2.0,2.0,25.0,2024.0,10.0,27.0,6.0,43.0,0.0,0.0,0.0,0.0,11.2,14.2,12.528571428571428,12.88
2024-10-28,51.5171,-0.1062,1730106900.0,14.4,57.9,9.6,15.5,227.0,1021.0,30.15,0.0,0.0,82.0,25.0,13.3,55.9,10.0,6.0,0.4,12.9,20.8,327.45,39.0,52.91,6.475,12.21,21.46,1.0,2.0,17.0,2024.0,10.0,28.0,0.0,44.0,0.0,0.0,0.0,0.0,9.1,13.3,12.685714285714285,12.986666666666668
2024-10-29,51.5171,-0.1062,1730192400.0,13.1,55.6,3.8,6.1,240.0,1024.0,30.24,0.0,0.0,100.0,75.0,13.0,55.4,10.0,6.0,0.2,6.5,10.4,438.45,12.0,74.0,13.135,26.085,32.56,2.0,3.0,11.0,2024.0,10.0,29.0,1.0,44.0,0.0,0.0,0.0,0.0,14.4,13.4,12.642857142857142,13.043333333333333
2024-10-30,51.5171,-0.1062,1730278800.0,12.3,54.1,3.1,5.0,7.0,1029.0,30.39,0.0,0.0,88.0,25.0,12.4,54.2,7.0,4.0,0.4,4.3,6.9,401.45,22.0,73.815,13.875,25.345,37.74,2.0,3.0,6.0,2024.0,10.0,30.0,2.0,44.0,0.0,0.0,0.0,0.0,13.1,14.3,12.357142857142858,12.919999999999998
